customer_id,customer_name,gender,birth_year,city,province,join_date,membership
C22715,Dewi Nugroho,Wanita,1981,TANGSEL,Banten,2023-07-12,Basic
C22716,Citra Anggraini,Wanita,1975,Surabaya,Jawa Timur,2022-05-21,Silver
C22717,Wahyu Wijaya,Wanita,1987,Makassar,Sulawesi Selatan,2022-02-04,Basic
C22718,Fitri Setiawan,Pria,1981,Denpasar,Bali,2022-10-31,Silver
C22719,Bayu Halim,Wanita,1984,Jakarta selatan,DKI Jakarta,2024-02-23,Silver
C22720,Budi Utami,Wanita,1997,Denpasar,Bali,2022-12-08,Basic
C22721,Putri Saputra,Pria,1996,Yogyakarta,DI Yogyakarta,2023-04-14,Silver
C22722,Galih Saputra,Pria,1985,Malang,Jawa Timur,2022-10-14,Basic
C22723,Sari Setiawan,Pria,2002,Medan,Sumatera Utara,2024-04-05,Silver
C22724,Yoga Utami,Pria,1995,Denpasar,Bali,2022-09-22,Basic
C22725,Agus Setiawan,Pria,1973,Semarang,Jawa Tengah,2022-05-22,Basic
C22726,Rizky Firmansyah,Pria,1986,Depok,Jawa Barat,2023-06-17,Basic
C22727,Fitri Kusuma,Pria,1980,Malang,Jawa Timur,2022-10-10,Basic
C22728,Wahyu Hidayat,Wanita,1971,jakarta barat,DKI Jakarta,2024-02-03,Silver
C22729,Galih Firmansyah,Pria,1984,Tangerang,Banten,2022-12-27,Basic
C22730,Dewi Hidayat,Wanita,1996,BANDUNG,Jawa Barat,2023-01-10,Basic
C22731,Hendra Firmansyah,Pria,1990,Jakarta Selatan,DKI Jakarta,2022-01-23,Basic
C22732,Rizky Pratama,Wanita,1991,Surabaya,Jawa Timur,2023-01-13,Basic
C22733,Fitri Saputra,Pria,1995,Jakarta Selatan,DKI Jakarta,2023-05-05,Basic
C22734,Yoga Setiawan,Pria,1990,Denpasar,Bali,2024-09-18,Silver
C22735,Galih Saputra,Pria,1983,Bandung,Jawa Barat,2023-07-26,Gold
C22736,Sari Kusuma,Pria,2002,Jaksel,DKI Jakarta,2022-05-12,Basic
C22737,Dewi Saputra,Pria,1992,Bogor,Jawa Barat,2023-09-03,Basic
C22738,Dewi Pratama,Wanita,1981,Bekasi,Jawa Barat,2024-06-20,Basic
C22739,Andi Kusuma,Wanita,1991,Jakarta Selatan,DKI Jakarta,2022-11-22,Basic
C22740,Hendra Setiawan,Pria,2000,Jakarta Barat,DKI Jakarta,2023-04-12,Basic
C22741,Agus Halim,Pria,1972,Bogor,Jawa Barat,2022-06-08,Basic
C22742,Galih Firmansyah,Pria,1970,SBY,Jawa Timur,2023-08-16,Silver
C22743,Putri Santoso,Wanita,1973,Bekasi,Jawa Barat,2022-03-13,Basic
C22744,Dimas Utami,Wanita,1983,Surabaya ,Jawa Timur,2023-06-25,Silver
C22745,Rizky Pratama,Pria,1975,Jakarta Selatan,DKI Jakarta,2022-11-04,Gold
C22746,Agus Halim,Pria,1979,Jakarta Barat,DKI Jakarta,2024-02-25,
C22747,Fajar Halim,Pria,1975,Bogor,Jawa Barat,2023-02-22,Basic
C22748,Nurul Ramadhan,Wanita,1994,Denpasar,Bali,2022-05-12,Basic
C22749,Sari Setiawan,Pria,1973,Jakarta Barat,DKI Jakarta,2023-11-07,Basic
C22750,Nurul Santoso,Pria,1974,Jakarta Barat,DKI Jakarta,2022-06-10,Basic
C22751,Rizky Permana,Pria,1986,Malang,Jawa Timur,2024-06-24,Basic
C22752,Intan Setiawan,Wanita,1971,Tangerang Selatan,Banten,2024-09-09,Silver
C22753,Iqbal Permana,Pria,1976,TANGSEL,Banten,2024-05-21,Silver
C22754,Iqbal Hidayat,Wanita,1977,Jakarta Barat,DKI Jakarta,2024-01-31,Basic
C22755,Citra Nugroho,Pria,1995,Palembang,Sumatera Selatan,2024-05-04,Gold
C22756,Nurul Santoso,Pria,1984,Jakarta Barat,DKI Jakarta,2023-03-26,Basic
C22757,Rani Ramadhan,Pria,1990,Malang,Jawa Timur,2023-07-07,Silver
C22758,Iqbal Wijaya,Wanita,2002,Medan,Sumatera Utara,2023-10-11,Basic
C22759,Intan Nugroho,,2001,Medan,Sumatera Utara,2023-12-13,Basic
C22760,Hendra Halim,Pria,1979,Jakarta Selatan,DKI Jakarta,2024-03-09,Silver
C22761,Sari Ramadhan,Pria,1992,Yogyakarta,DI Yogyakarta,2023-02-28,Gold
C22762,Wahyu Setiawan,,1983,jakarta selatan,DKI Jakarta,2022-09-14,Silver
C22763,Hendra Ramadhan,Wanita,1996, Bandung,Jawa Barat,2024-09-16,Silver
C22764,Vina Kusuma,Wanita,1991,Depok,Jawa Barat,2024-05-22,Basic
C22765,Dewi Firmansyah,Pria,1974,Bekasi,Jawa Barat,2023-10-12,Basic
C22766,Wahyu Ramadhan,Wanita,1972,Surabaya,Jawa Timur,2024-09-19,Basic
C22767,Arif Santoso,Pria,1984,Tangerang Selatan,Banten,2023-05-01,Basic
C22768,Hendra Pratama,Wanita,1983,Bandung,Jawa Barat,2024-04-06,Silver
C22769,Dimas Firmansyah,Pria,1979,Bekasi,Jawa Barat,2024-06-16,Basic
C22770,Nadia Permana,Pria,1987,SBY,Jawa Timur,2023-04-04,Basic
C22771,Wahyu Saputra,Pria,1993,Jakarta Selatan,DKI Jakarta,2024-03-17,Basic
C22772,Reza Santoso,Wanita,1987,jakarta selatan,DKI Jakarta,2023-07-23,Silver
C22773,Fitri Nugroho,Wanita,1988,JAKARTA BARAT,DKI Jakarta,2023-09-03,Silver
C22774,Maya Santoso,Pria,1985,Bogor,Jawa Barat,2023-04-22,Basic
C22775,Fitri Wijaya,Pria,1996,Malang,Jawa Timur,2022-09-20,
C22776,Rani Permana,Pria,1997,Denpasar,Bali,2023-03-05,
C22777,Hendra Anggraini,Wanita,1997,Surabaya,Jawa Timur,2022-08-01,Basic
C22778,Citra Ramadhan,Wanita,1997,Bandung,Jawa Barat,2023-09-18,Basic
C22779,Teguh Halim,Pria,2003,Jakarta Barat,DKI Jakarta,2024-02-04,Basic
C22780,Nadia Rahayu,Wanita,1998,Bekasi,Jawa Barat,2024-05-26,Basic
C22781,Nurul Firmansyah,Pria,2002,Surabaya,Jawa Timur,2024-07-03,Silver
C22782,Citra Rahayu,Pria,1992,Bekasi,Jawa Barat,2022-04-08,
C22783,Bayu Nugroho,Wanita,1981,Tangerang Selatan,Banten,2024-02-18,Gold
C22784,Fajar Rahayu,Pria,1991,yogyakarta,DI Yogyakarta,2023-08-19,Basic
C22785,Ayu Pratama,Pria,1997,Semarang,Jawa Tengah,2024-06-17,Gold
C22786,Agus Rahayu,Wanita,1989,Tangerang,Banten,2022-12-30,Basic
C22787,Fajar Utami,Pria,2002,Balikpapan,Kalimantan Timur,2023-05-15,Basic
C22788,Iqbal Anggraini,Wanita,2003,Tangerang Selatan,Banten,2023-03-04,Basic
C22789,Lestari Wijaya,Wanita,2000,Tangerang,Banten,2022-03-21,Silver
C22790,Sari Santoso,,1976,Malang,Jawa Timur,2022-03-07,Basic
C22791,Fitri Rahayu,Wanita,1975,Bogor,Jawa Barat,2022-07-25,Silver
C22792,Yoga Anggraini,Wanita,1982,Tangerang,Banten,2023-03-30,Basic
C22793,Budi Anggraini,Wanita,1994,Jakarta Barat,DKI Jakarta,2024-04-05,Silver
C22794,Intan Firmansyah,Wanita,1977,Bogor,Jawa Barat,2022-01-14,Silver
C22795,Vina Pratama,Wanita,1975,Tangerang Selatan,Banten,2022-10-24,Silver
C22796,Yoga Kusuma,Wanita,1980,Makassar,Sulawesi Selatan,2022-11-02,Silver
C22797,Dimas Santoso,Pria,1979,Surabaya,Jawa Timur,2022-06-19,Basic
C22798,Citra Hidayat,,2002,Bekasi,Jawa Barat,2022-05-02,Basic
C22799,Putri Permana,Wanita,1993,Surabaya,Jawa Timur,2024-02-12,Basic
C22800,Bayu Utami,,1986,Bogor,Jawa Barat,2022-03-22,Silver
C22801,Vina Santoso,Pria,1985,Bandung,Jawa Barat,2022-11-04,Basic
C22802,Anisa Utami,,1999,Bekasi,Jawa Barat,2022-12-28,Basic
C22803,Ayu Wijaya,Pria,1982,Makassar,Sulawesi Selatan,2024-09-03,Silver
C22804,Nurul Utami,Wanita,1988,Bandung,Jawa Barat,2024-03-03,Basic
C22805,Putri Firmansyah,Pria,1991,Bekasi,Jawa Barat,2022-12-13,Silver
C22806,Ayu Permana,Pria,1999,Surabaya,Jawa Timur,2023-12-14,Basic
C22807,Hendra Pratama,Pria,1991,Jakbar,DKI Jakarta,2024-02-04,
C22808,Dimas Pratama,Wanita,1982,Jakbar,DKI Jakarta,2024-03-04,Basic
C22809,Sari Kusuma,Wanita,1979,Makassar,Sulawesi Selatan,2023-08-02,Basic
C22810,Fajar Wijaya,,1981,Jakarta Barat,DKI Jakarta,2022-03-19,Basic
C22811,Iqbal Saputra,Pria,1982,Tangerang,Banten,2023-01-23,Basic
C22812,Rani Saputra,Wanita,1974,Makassar,Sulawesi Selatan,2023-02-10,Gold
C22813,Rani Anggraini,Wanita,1979,Bekasi,Jawa Barat,2023-03-20,Silver
C22814,Fitri Halim,Wanita,1981,Jakarta Selatan,DKI Jakarta,2023-01-03,Basic
C22815,Hendra Hidayat,Pria,1985,Bogor,Jawa Barat,2022-06-20,Basic
C22816,Agus Halim,Pria,1977,Jakarta Timur,DKI Jakarta,2022-07-10,Silver
C22817,Nurul Hidayat,Pria,1971,Malang,Jawa Timur,2024-05-28,Basic
C22818,Fitri Anggraini,Wanita,1997,Jaktim,DKI Jakarta,2024-04-16,Gold
C22819,Dimas Permana,Pria,1993,jakarta selatan,DKI Jakarta,2024-03-14,Basic
C22820,Wahyu Nugroho,Pria,1977,Medan,Sumatera Utara,2022-04-13,Basic
C22821,Maya Permana,Pria,1976,Medan,Sumatera Utara,2024-09-05,Silver
C22822,Intan Firmansyah,Wanita,1979,Medan,Sumatera Utara,2023-07-26,Basic
C22823,Intan Nugroho,Wanita,1970,Jakarta Selatan,DKI Jakarta,2022-01-31,
C22824,Bayu Pratama,Wanita,1986,Bekasi,Jawa Barat,2024-02-29,Basic
C22825,Reza Wijaya,Wanita,1993, Bandung,Jawa Barat,2022-07-07,Basic
C22826,Vina Ramadhan,Wanita,1990,Surabaya,Jawa Timur,2024-07-18,Basic
C22827,Budi Rahayu,Pria,1973,Bekasi,Jawa Barat,2023-12-24,
C22828,Nadia Saputra,Wanita,1984,Tangsel,Banten,2023-01-11,Silver
C22829,Vina Pratama,Wanita,1978, Bandung,Jawa Barat,2022-09-05,
C22830,Yoga Rahayu,Pria,1991,Bekasi,Jawa Barat,2024-04-01,Basic
C22831,Sari Ramadhan,Pria,1979,Depok,Jawa Barat,2024-02-06,Gold
C22832,Iqbal Anggraini,Pria,2001,Jakarta Timur,DKI Jakarta,2023-11-27,Basic
C22833,Agus Kusuma,Wanita,2003,Medan,Sumatera Utara,2023-01-16,Basic
C22834,Hendra Halim,,1975,Semarang,Jawa Tengah,2023-03-25,Basic
C22835,Dewi Firmansyah,Pria,1980,Jakarta Selatan,DKI Jakarta,2024-05-25,Gold
C22836,Rani Permana,Pria,1979,Jakarta Selatan,DKI Jakarta,2022-04-30,Gold
C22837,Dimas Hidayat,,1992,Bogor,Jawa Barat,2022-01-09,Basic
C22838,Dewi Kusuma,Pria,1995,Surabaya,Jawa Timur,2024-08-02,Basic
C22839,Budi Utami,Wanita,1986,Jakarta Barat,DKI Jakarta,2022-08-25,Basic
C22840,Andi Saputra,Wanita,1983,Jakarta Barat,DKI Jakarta,2024-03-28,Silver
C22841,Fitri Nugroho,Wanita,1994,Jakarta Timur,DKI Jakarta,2024-03-01,Basic
C22842,Anisa Firmansyah,Wanita,1972,Denpasar,Bali,2024-03-07,Gold
C22843,Ayu Saputra,Pria,1986,Bandung,Jawa Barat,2022-11-26,Basic
C22844,Teguh Saputra,Pria,2002,Semarang,Jawa Tengah,2024-09-02,Basic
C22845,Anisa Kusuma,Pria,1983,Jakarta Selatan,DKI Jakarta,2023-11-23,Basic
C22846,Sari Utami,Pria,1994,Surabaya,Jawa Timur,2023-01-27,Basic
C22847,Sari Halim,Wanita,1974,Bekasi,Jawa Barat,2024-07-23,Silver
C22848,Lestari Rahayu,Pria,1971,Makassar,Sulawesi Selatan,2023-03-12,Silver
C22849,Citra Rahayu,,1976,Jakarta Timur,DKI Jakarta,2023-11-13,Basic
C22850,Reza Permana,Wanita,1998,Makassar,Sulawesi Selatan,2023-09-06,Basic
C22851,Rizky Permana,Wanita,1985,Jaksel,DKI Jakarta,2024-02-10,Basic
C22852,Siti Utami,Pria,1998,Tangerang,Banten,2024-02-29,Basic
C22853,Fajar Saputra,Wanita,1980,Depok,Jawa Barat,2022-07-06,Gold
C22854,Andi Pratama,Pria,1983,Bekasi,Jawa Barat,2022-03-02,
C22855,Arif Setiawan,Pria,1993,Makassar,Sulawesi Selatan,2022-12-22,Basic
C22856,Agus Permana,Wanita,1971,Tangerang,Banten,2024-03-10,Basic
C22857,Hendra Rahayu,,1993,Bandung,Jawa Barat,2023-04-13,Gold
C22858,Teguh Nugroho,Pria,1970,Makassar,Sulawesi Selatan,2022-09-20,Basic
C22859,Intan Kusuma,Pria,1988,Malang,Jawa Timur,2022-07-09,Silver
C22860,Bayu Utami,Wanita,1999,Semarang,Jawa Tengah,2022-07-19,Silver
C22861,Andi Pratama,Pria,1984,Tangerang Selatan,Banten,2022-05-20,Basic
C22862,Arif Firmansyah,Wanita,1975,Jakbar,DKI Jakarta,2023-04-08,Basic
C22863,Nurul Firmansyah,Pria,1992,Surabaya,Jawa Timur,2022-12-02,Basic
C22864,Dimas Pratama,Pria,1976,Bandung,Jawa Barat,2023-01-14,Basic
C22865,Anisa Ramadhan,Wanita,1973,Jaksel,DKI Jakarta,2024-07-02,Basic
C22866,Agus Wijaya,Wanita,1996,Tangerang Selatan,Banten,2024-04-22,Basic
C22867,Reza Utami,Pria,1982,Depok,Jawa Barat,2023-05-19,Basic
C22868,Ayu Firmansyah,Wanita,1971,Malang,Jawa Timur,2024-01-31,Basic
C22869,Fajar Wijaya,Wanita,1998,Bogor,Jawa Barat,2022-12-16,
C22870,Reza Hidayat,Pria,1986,Makassar,Sulawesi Selatan,2022-12-31,Basic
C22871,Iqbal Santoso,Pria,1984,Medan,Sumatera Utara,2022-07-13,Basic
C22872,Lestari Hidayat,Wanita,1992,Tangerang,Banten,2023-04-10,Basic
C22873,Iqbal Nugroho,Wanita,1986,SBY,Jawa Timur,2024-06-15,Basic
C22874,Dimas Halim,Wanita,1974,Tangerang Selatan,Banten,2022-04-08,
C22875,Teguh Pratama,Wanita,1983,Surabaya,Jawa Timur,2023-04-13,Basic
C22876,Vina Pratama,Pria,1998,Jakarta Barat,DKI Jakarta,2023-05-07,
C22877,Fitri Santoso,Wanita,2001,Bekasi,Jawa Barat,2024-06-16,Basic
C22878,Wahyu Pratama,Wanita,1998,Medan,Sumatera Utara,2022-01-18,Basic
C22879,Siti Utami,Wanita,1999,Medan,Sumatera Utara,2023-10-05,Silver
C22880,Reza Kusuma,Wanita,2000,Jakarta Barat,DKI Jakarta,2023-09-09,Basic
C22881,Agus Nugroho,Pria,1979,Makassar,Sulawesi Selatan,2022-05-19,Basic
C22882,Fajar Utami,Wanita,1983,Medan,Sumatera Utara,2023-08-26,Basic
C22883,Sari Kusuma,Pria,2003,Tangerang Selatan,Banten,2023-10-03,Silver
C22884,Arif Ramadhan,Pria,1980,TANGSEL,Banten,2022-07-31,Silver
C22885,Hendra Ramadhan,Wanita,1985,Bandung,Jawa Barat,2023-09-15,Silver
C22886,Bayu Santoso,Wanita,1996,Jakarta Selatan,DKI Jakarta,2022-05-11,Basic
C22887,Ayu Rahayu,Wanita,1997,Semarang,Jawa Tengah,2022-11-29,Basic
C22888,Teguh Setiawan,Wanita,1981,Jakarta Selatan,DKI Jakarta,2024-09-23,Silver
C22889,Vina Setiawan,Wanita,1970,Semarang,Jawa Tengah,2024-04-13,Silver
C22890,Nadia Rahayu,Wanita,1984,Tangerang,Banten,2022-08-16,Basic
C22891,Andi Anggraini,Wanita,1988,JAKARTA SELATAN,DKI Jakarta,2022-08-31,Silver
C22892,Putri Utami,Wanita,1982,Tangerang Selatan,Banten,2023-07-24,Basic
C22893,Andi Wijaya,Wanita,1982,Jakarta Selatan,DKI Jakarta,2022-12-22,Silver
C22894,Lestari Anggraini,Wanita,2000,BANDUNG,Jawa Barat,2024-06-04,Basic
C22895,Nurul Kusuma,Pria,1999,Palembang,Sumatera Selatan,2023-01-30,Basic
C22896,Budi Hidayat,Wanita,1973,Depok,Jawa Barat,2023-04-13,Gold
C22897,Bayu Firmansyah,Pria,1980,Denpasar,Bali,2024-07-01,Basic
C22898,Agus Utami,Pria,1989,Makassar,Sulawesi Selatan,2024-05-17,Basic
C22899,Hendra Santoso,Wanita,1998,Malang,Jawa Timur,2022-04-29,Basic
C22900,Nurul Nugroho,,1973,surabaya,Jawa Timur,2024-08-28,Basic
C22901,Nadia Firmansyah,Pria,1985,Bekasi,Jawa Barat,2022-01-22,Basic
C22902,Wahyu Permana,Wanita,1986,Tangerang,Banten,2024-04-25,Basic
C22903,Vina Saputra,Pria,2001,Surabaya,Jawa Timur,2024-04-28,Basic
C22904,Anisa Ramadhan,Wanita,1992,Bandung,Jawa Barat,2022-01-09,Basic
C22905,Sari Kusuma,Wanita,1993,Depok,Jawa Barat,2023-05-12,Basic
C22906,Bayu Utami,Wanita,1975,Tangerang,Banten,2024-03-29,Basic
C22907,Wahyu Pratama,Wanita,1983,Bekasi,Jawa Barat,2024-06-21,Basic
C22908,Arif Setiawan,Pria,1997,Bandung,Jawa Barat,2024-05-16,Basic
C22909,Rizky Permana,Wanita,1995,Jakarta Selatan,DKI Jakarta,2024-05-22,Silver
C22910,Teguh Anggraini,,2003,Jakarta Timur,DKI Jakarta,2022-04-12,Basic
C22911,Galih Permana,Wanita,1976,Denpasar,Bali,2023-01-23,Silver
C22912,Intan Kusuma,Pria,1992,Bekasi,Jawa Barat,2022-12-22,Basic
C22913,Rani Firmansyah,Wanita,1976,Bogor,Jawa Barat,2023-09-25,Basic
C22914,Sari Hidayat,Wanita,1995,Medan,Sumatera Utara,2022-07-02,Silver
C22915,Budi Kusuma,Pria,1971, Bandung,Jawa Barat,2022-03-05,Basic
C22916,Wahyu Wijaya,Wanita,1970,Tangerang,Banten,2022-11-06,Basic
C22917,Wahyu Hidayat,Wanita,2000,Palembang,Sumatera Selatan,2022-04-12,
C22918,Dewi Permana,Pria,2002,Bandung,Jawa Barat,2023-03-31,Silver
C22919,Ayu Hidayat,,1996,Jakarta Selatan,DKI Jakarta,2022-12-04,Basic
C22920,Hendra Saputra,Pria,1975,Jakarta Barat,DKI Jakarta,2023-03-06,Silver
C22921,Lestari Hidayat,Wanita,1989,Tangerang Selatan,Banten,2023-09-07,Silver
C22922,Yoga Pratama,Wanita,1999,Balikpapan,Kalimantan Timur,2023-04-18,Basic
C22923,Wahyu Firmansyah,Wanita,1972,Bogor,Jawa Barat,2022-08-12,Silver
C22924,Dewi Utami,Pria,1986, Bandung,Jawa Barat,2022-11-26,Basic
C22925,Budi Ramadhan,Wanita,1981,Jakarta Selatan,DKI Jakarta,2023-10-15,Basic
C22926,Fitri Hidayat,Wanita,1980,Medan,Sumatera Utara,2022-04-24,Silver
C22927,Wahyu Halim,Pria,1985,Jakarta Timur,DKI Jakarta,2024-04-16,Basic
C22928,Arif Setiawan,Pria,1971,SBY,Jawa Timur,2022-01-23,Silver
C22929,Anisa Permana,Pria,1972,JAKARTA SELATAN,DKI Jakarta,2024-08-25,Basic
C22930,Maya Ramadhan,Wanita,1981,Depok,Jawa Barat,2022-12-04,Silver
C22931,Rizky Permana,Wanita,1981,Semarang,Jawa Tengah,2022-04-11,Basic
C22932,Agus Kusuma,Wanita,1974,Surabaya,Jawa Timur,2024-06-15,Silver
C22933,Anisa Rahayu,Pria,1974,Bekasi,Jawa Barat,2023-10-26,Basic
C22934,Iqbal Ramadhan,Pria,1982,Jakarta Timur,DKI Jakarta,2023-09-06,
C22935,Galih Saputra,Pria,2002,Semarang,Jawa Tengah,2022-03-30,Basic
C22936,Sari Nugroho,Wanita,1996,bandung,Jawa Barat,2024-04-08,Basic
C22937,Nurul Setiawan,Wanita,1978,Tangerang Selatan,Banten,2022-09-16,Basic
C22938,Maya Pratama,Pria,1975,Bekasi,Jawa Barat,2024-09-23,Silver
C22939,Intan Firmansyah,Pria,1987,Tangerang,Banten,2023-01-14,Basic
C22940,Teguh Nugroho,Pria,1978,JAKARTA SELATAN,DKI Jakarta,2023-08-23,Basic
C22941,Galih Permana,Wanita,1980,Palembang,Sumatera Selatan,2024-06-12,Basic
C22942,Bayu Permana,Wanita,1976,Jakarta Selatan,DKI Jakarta,2023-08-21,Basic
C22943,Anisa Rahayu,Wanita,1989,Balikpapan,Kalimantan Timur,2023-03-23,Basic
C22944,Dimas Kusuma,Wanita,2000,Semarang,Jawa Tengah,2023-12-30,Basic
C22945,Arif Wijaya,Pria,1974,Bandung,Jawa Barat,2022-12-01,Basic
C22946,Sari Halim,Pria,1993,Surabaya,Jawa Timur,2022-05-24,Basic
C22947,Fajar Setiawan,Pria,1975,Tangerang Selatan,Banten,2022-11-16,Silver
C22948,Nurul Setiawan,Pria,1998,Tangerang Selatan,Banten,2024-05-04,Silver
C22949,Dimas Nugroho,Pria,1978,Surabaya,Jawa Timur,2023-06-27,Basic
C22950,Hendra Ramadhan,Wanita,1994,Tangerang Selatan,Banten,2022-10-13,Basic
C22951,Putri Pratama,Pria,1972,Tangerang,Banten,2023-01-03,Silver
C22952,Fitri Firmansyah,Wanita,1975,Jakarta selatan,DKI Jakarta,2024-01-06,Silver
C22953,Nurul Utami,Pria,1972,Jakarta Barat,DKI Jakarta,2024-03-26,Gold
C22954,Nadia Pratama,Pria,1989,Jakarta Barat,DKI Jakarta,2024-09-14,Basic
C22955,Sari Setiawan,Pria,2003,Surabaya,Jawa Timur,2024-08-20,Silver
C22956,Nadia Permana,Wanita,1998,Bandung,Jawa Barat,2022-04-18,Gold
C22957,Dewi Setiawan,Pria,1971,Palembang,Sumatera Selatan,2023-02-23,Basic
C22958,Rizky Wijaya,Wanita,1973,Tangerang Selatan,Banten,2023-10-09,Silver
C22959,Vina Pratama,Pria,1973,Jakarta Barat,DKI Jakarta,2022-04-29,Basic
C22960,Dimas Santoso,Wanita,1971,Jakarta Barat,DKI Jakarta,2023-04-22,Silver
C22961,Rani Wijaya,Pria,1992, Bandung,Jawa Barat,2023-12-08,Basic
C22962,Hendra Nugroho,Pria,1990,Jaktim,DKI Jakarta,2023-01-17,Basic
C22963,Ayu Pratama,Wanita,1983,Semarang,Jawa Tengah,2022-07-14,Gold
C22964,Siti Santoso,Wanita,2003,Jakarta Selatan,DKI Jakarta,2024-09-24,Gold
C22965,Iqbal Saputra,Wanita,2000,Bandung,Jawa Barat,2023-12-23,Basic
C22966,Nurul Wijaya,Wanita,1998,Medan,Sumatera Utara,2022-03-06,Basic
C22967,Hendra Anggraini,Pria,1974,Tangerang Selatan,Banten,2022-02-13,Silver
C22968,Dewi Nugroho,Pria,1988,Tangerang Selatan,Banten,2022-01-23,Basic
C22969,Yoga Halim,,1992,Bogor,Jawa Barat,2022-01-06,Basic
C22970,Nadia Rahayu,Wanita,1970,Jaktim,DKI Jakarta,2024-04-28,Basic
C22971,Vina Hidayat,,1983,Palembang,Sumatera Selatan,2023-01-22,Basic
C22972,Nurul Kusuma,Wanita,1998,Bekasi,Jawa Barat,2022-08-03,Gold
C22973,Putri Anggraini,Pria,1984,Jakarta Selatan,DKI Jakarta,2022-03-14,Basic
C22974,Putri Permana,Pria,1998,Bandung,Jawa Barat,2022-08-18,Basic
C22975,Maya Nugroho,Wanita,1980,Medan,Sumatera Utara,2022-09-09,Basic
C22976,Vina Firmansyah,Pria,1973,Yogyakarta,DI Yogyakarta,2023-09-15,Basic
C22977,Siti Rahayu,Wanita,1980,Jakarta Selatan,DKI Jakarta,2022-12-09,Basic
C22978,Rizky Rahayu,Wanita,1972,Jakarta Timur,DKI Jakarta,2024-01-29,Basic
C22979,Arif Pratama,Wanita,1974,Balikpapan,Kalimantan Timur,2024-07-27,Basic
C22980,Maya Utami,Wanita,1971,Jakarta Selatan,DKI Jakarta,2024-03-24,Gold
C22981,Putri Santoso,Pria,2002,Bandung,Jawa Barat,2023-04-05,Silver
C22982,Intan Anggraini,Wanita,2003,Jakarta Selatan,DKI Jakarta,2022-03-24,Basic
C22983,Lestari Kusuma,Wanita,2003,Bandung,Jawa Barat,2023-09-16,Basic
C22984,Vina Santoso,Wanita,1992,Bogor,Jawa Barat,2022-08-18,Basic
C22985,Bayu Halim,Wanita,1987,Jakarta Selatan,DKI Jakarta,2023-09-23,Silver
C22986,Teguh Wijaya,Pria,1985,Depok,Jawa Barat,2022-12-24,Basic
C22987,Fitri Saputra,Wanita,2001,Jakarta Timur,DKI Jakarta,2023-02-17,Basic
C22988,Arif Anggraini,Wanita,1999,Depok,Jawa Barat,2023-01-22,Silver
C22989,Nadia Ramadhan,Wanita,1989,TANGSEL,Banten,2023-06-21,Basic
C22990,Wahyu Rahayu,Wanita,1990,Denpasar,Bali,2022-04-27,Gold
C22991,Nurul Anggraini,Wanita,1997,Jakarta Barat,DKI Jakarta,2023-09-02,Silver
C22992,Siti Setiawan,Wanita,1988,Jakarta Timur,DKI Jakarta,2023-06-18,Basic
C22993,Yoga Firmansyah,Pria,1971,Malang,Jawa Timur,2022-01-21,Basic
C22994,Putri Permana,Pria,1996,Bekasi,Jawa Barat,2024-03-08,Basic
C22995,Fajar Kusuma,Wanita,1970,Jakarta Barat,DKI Jakarta,2024-07-11,
C22996,Dewi Wijaya,Pria,1975,Jaksel,DKI Jakarta,2022-05-14,Basic
C22997,Putri Permana,Pria,1985,Jakarta Timur,DKI Jakarta,2023-10-05,Basic
C22998,Arif Ramadhan,Wanita,1999,Denpasar,Bali,2022-07-02,Silver
C22999,Ayu Saputra,Wanita,1982,Bandung,Jawa Barat,2023-06-01,Silver
C23000,Andi Utami,Pria,1993,Bekasi,Jawa Barat,2022-04-20,Silver
C23001,Andi Setiawan,Pria,1988,Bogor,Jawa Barat,2024-04-26,Basic
C23002,Rizky Ramadhan,Pria,1976,Bogor,Jawa Barat,2023-03-18,Silver
C23003,Budi Kusuma,Pria,1981,Jakarta Selatan,DKI Jakarta,2023-09-26,Basic
C23004,Agus Anggraini,,1995,Semarang,Jawa Tengah,2022-08-29,Basic
C23005,Dewi Nugroho,Pria,1983,Surabaya,Jawa Timur,2023-07-04,Silver
C23006,Rizky Firmansyah,Pria,1997,Bekasi,Jawa Barat,2023-04-17,Basic
C23007,Galih Kusuma,Wanita,1989,bandung,Jawa Barat,2024-02-06,Silver
C23008,Yoga Hidayat,Pria,1980,Medan,Sumatera Utara,2022-06-10,
C23009,Fajar Permana,Wanita,2001,Jakarta Selatan,DKI Jakarta,2022-11-29,Basic
C23010,Anisa Wijaya,Wanita,2000,Tangerang Selatan,Banten,2022-10-05,Gold
C23011,Rani Nugroho,Wanita,1978,BANDUNG,Jawa Barat,2024-08-27,Silver
C23012,Rani Setiawan,Wanita,1998,Bogor,Jawa Barat,2022-01-17,Silver
C23013,Lestari Pratama,Pria,1970,Bekasi,Jawa Barat,2024-01-24,Gold
C23014,Lestari Hidayat,Wanita,1988,Surabaya,Jawa Timur,2022-06-28,Basic
C23015,Vina Hidayat,Wanita,2003,Semarang,Jawa Tengah,2023-05-31,Silver
C23016,Sari Wijaya,Pria,1992,Jakarta Timur,DKI Jakarta,2023-03-06,Basic
C23017,Maya Santoso,Pria,1973,Bekasi,Jawa Barat,2022-07-31,Basic
C23018,Agus Kusuma,Wanita,1994,Jakarta Selatan,DKI Jakarta,2024-07-07,Basic
